year,department_code,department_name,geo_code,lat,lon,ps_tavg_c,ps_tmin_c,ps_tmax_c,ps_prcp_mm,ps_et0_mm,ps_ndvi_modis_med,ps_ndvi_s2_med,ps_ndvi_copernicus_med,ps_ndvi_fused,ndvi_source,s2_scene_count_ps,ps_s2_cloud_med,modis_coverage,s2_coverage,fused_coverage,clay_g_kg,sand_g_kg,silt_g_kg,phh2o,soc_dg_kg,yield_t_ha,yield_source,n_missing_features,has_yield,spring_prcp_mm,spring_tavg_c,gdd_sum,summer_prcp_mm,summer_tavg_c,gdd_mar_jul,drought_spring_flag
2020,71,Saône-et-Loire,FR_71,46.6215,4.641,10.57292363201767,6.111875796789186,15.146195443853776,137.0,0.0,0.4331,0.8553618967648582,,0.8553618967648582,s2,26.0,8.594788000000001,1,1,1,243.0,410.0,348.0,61.0,649.0,6.5,agreste_saa,1,1,60.2,12.264680417259363,68.41935986746626,34.6,19.757396149949344,76.30883355167678,1
2021,71,Saône-et-Loire,FR_71,46.6215,4.641,9.479747311827955,5.455462365591398,13.895370967741936,742.8,0.0,0.72275,0.7676991150442479,,0.7676991150442479,s2,29.0,1.9088975,1,1,1,243.0,410.0,348.0,61.0,649.0,6.7,agreste_saa,1,1,603.5999999999999,9.43162007168459,59.415118279569896,668.4,19.08916129032258,66.47318279569893,0
2022,71,Saône-et-Loire,FR_71,46.6215,4.641,11.52220430107527,7.266971326164875,15.990067204301075,1250.5,0.0,0.76385,0.2997556437509482,,0.2997556437509482,s2,25.0,3.52736475,1,1,1,243.0,410.0,348.0,61.0,649.0,6.6,agreste_saa,1,1,385.4,12.178817855979148,71.51009156076898,583.8000000000001,21.72456093189964,79.98557543173672,0
2023,71,Saône-et-Loire,FR_71,46.6215,4.641,12.158431899641576,7.390577956989247,17.229036738351255,1701.9,0.0,0.7129000000000001,0.474382909854754,,0.474382909854754,s2,45.0,5.3364075,1,1,1,243.0,410.0,348.0,61.0,649.0,6.8,agreste_saa,1,1,848.4000000000001,11.435459976105138,68.71078853046595,781.8,21.450591397849465,77.20756272401434,0
2024,71,Saône-et-Loire,FR_71,46.6215,4.641,10.136029447702835,6.690832097392164,13.96747512668397,1515.5,0.0,0.7602,0.2897377792165749,,0.2897377792165749,s2,12.0,24.568747,1,1,1,243.0,410.0,348.0,61.0,649.0,5.2,agreste_saa,1,1,1502.2,11.332580645161292,64.37820788530466,400.75,19.774910394265238,73.54756272401434,0
2010,72,Sarthe,FR_72,48.0415,0.2115,8.772285888077858,4.946933817589703,12.81572631523941,476.1,0.0,0.6006,,0.6006,0.6006,modis,,,1,0,1,181.0,327.0,492.0,61.0,441.0,6.997,agreste_saa,3,1,204.0,10.55370951444777,63.42517675126569,142.6,19.41676436370145,70.49465727074622,0
2011,72,Sarthe,FR_72,48.0415,0.2115,12.026746878528924,8.091177818828681,16.456864643550695,383.4,0.0,0.6338,,0.6338,0.6338,modis,,,1,0,1,181.0,327.0,492.0,61.0,441.0,6.397,agreste_saa,3,1,82.7,12.74974149659864,64.19281385281386,252.6,17.3791280148423,73.00748051948052,1
2012,72,Sarthe,FR_72,48.0415,0.2115,10.377452214452214,6.724628822344747,14.230994504405082,602.0,0.0,0.64365,,0.64365,0.64365,modis,,,1,0,1,181.0,327.0,492.0,61.0,441.0,7.398999999999999,agreste_saa,3,1,376.2,10.904800030886989,57.20550190528684,286.9,17.11990155566359,66.95420320398813,0
2013,72,Sarthe,FR_72,48.0415,0.2115,10.698735209796585,6.698037293610427,14.8530550558827,331.5,0.0,0.6473,,0.6473,0.6473,modis,,,1,0,1,181.0,327.0,492.0,61.0,441.0,6.995,agreste_saa,3,1,179.6,8.884779532370631,58.54753320683112,83.29999999999998,18.748292220113854,64.1509230373396,0
2014,72,Sarthe,FR_72,48.0415,0.2115,11.558560172480398,7.373759536632682,15.989480056196156,343.8,0.0,0.7031499999999999,,0.7031499999999999,0.7031499999999999,modis,,,1,0,1,181.0,327.0,492.0,61.0,441.0,7.397,agreste_saa,3,1,312.4,11.064677664677664,61.66967840125734,155.5,18.64951101530049,70.49305502463397,0
2015,72,Sarthe,FR_72,48.0415,0.2115,11.518390529322346,7.564009676300292,15.467442376406009,397.6,0.0,0.682,,,0.682,modis,,,1,0,1,181.0,327.0,492.0,61.0,441.0,7.997,agreste_saa,4,1,254.0,11.218640692640692,63.756042858388014,113.0,18.985125325297904,71.62617272851789,0
2016,72,Sarthe,FR_72,48.0415,0.2115,10.288910224665718,6.273664746228869,14.847839397682044,213.0,0.0,0.6433500000000001,,,0.6433500000000001,modis,,,1,0,1,181.0,327.0,492.0,61.0,441.0,5.1,agreste_saa,4,1,396.2,9.805154362416108,58.72958070500928,145.0,18.06679035250464,65.5490437922576,0
2017,72,Sarthe,FR_72,48.0415,0.2115,10.443841423478286,6.629520926707921,14.642367224651707,413.2000000000001,0.0,0.49415,,,0.49415,modis,,,1,0,1,181.0,327.0,492.0,61.0,441.0,7.398999999999999,agreste_saa,4,1,281.5,11.83522049881879,65.07247849585141,109.9,19.841632183908047,75.18892586427246,0
2018,72,Sarthe,FR_72,48.0415,0.2115,11.234140430024157,6.9880996382676335,15.724829089493005,387.5,0.0,0.5902000000000001,0.6677653297627308,,0.6677653297627308,s2,36.0,9.79301475,1,1,1,181.0,327.0,492.0,61.0,441.0,6.399,agreste_saa,1,1,374.7,11.842097878921786,69.30266205781798,270.2,20.53193421052632,76.59016205781799,0
2019,72,Sarthe,FR_72,48.0415,0.2115,11.175130357931948,7.64564092736506,14.939886073000917,556.2,0.0,0.6353,0.7542893392674814,,0.7542893392674814,s2,30.0,13.186377,1,1,1,181.0,327.0,492.0,61.0,441.0,8.029,agreste_saa,1,1,229.5,11.046314700149066,64.56835179168147,110.2,20.322927529827663,73.78479916010252,0
2020,72,Sarthe,FR_72,48.0415,0.2115,11.414618986983587,7.193181883352522,15.700484265250498,436.7000000000001,0.0,0.6335999999999999,0.3459214501510573,,0.3459214501510573,s2,29.0,16.014922249999998,1,1,1,181.0,327.0,492.0,61.0,441.0,5.397,agreste_saa,1,1,211.8,12.562236559139786,65.49344086021506,168.0,18.121752688172045,73.93021505376345,0
2021,72,Sarthe,FR_72,48.0415,0.2115,10.6512688172043,6.24697311827957,15.271940860215054,785.9000000000001,0.0,0.6812,0.6552845528455286,,0.6552845528455286,s2,19.0,24.7999955,1,1,1,181.0,327.0,492.0,61.0,441.0,7.2,agreste_saa,1,1,392.9,9.811383512544802,59.01303225806451,613.4,18.680408602150536,66.79496774193548,0
2022,72,Sarthe,FR_72,48.0415,0.2115,11.764306451612905,8.104494623655913,15.976016129032258,799.0,0.0,0.71075,0.3496415014761704,,0.3496415014761704,s2,22.0,8.348642,1,1,1,181.0,327.0,492.0,61.0,441.0,7.059,agreste_saa,1,1,345.29999999999995,12.3128458781362,68.45933333333333,238.1,20.527817204301076,77.99417204301075,0
2023,72,Sarthe,FR_72,48.0415,0.2115,12.86806989247312,8.993725806451614,17.21390322580645,971.8,0.0,0.6233500000000001,0.4003715723016954,,0.4003715723016954,s2,32.0,0.6808115,1,1,1,181.0,327.0,492.0,61.0,441.0,7.798999999999999,agreste_saa,1,1,586.1,11.623913978494622,66.31060215053763,313.5,20.27168817204301,75.4151182795699,0
2024,72,Sarthe,FR_72,48.0415,0.2115,10.978747311827956,7.858844086021506,14.448876344086022,1049.5,0.0,0.6714500000000001,0.4735203995187407,,0.4735203995187407,s2,12.0,7.1844345,1,1,1,181.0,327.0,492.0,61.0,441.0,5.599,agreste_saa,1,1,852.3,11.57458064516129,62.31301075268817,411.3,18.325279569892476,71.37430107526882,0
2010,73,Savoie,FR_73,45.552,6.176,7.755359445468227,3.6807714428977727,12.640226187088937,0.0,0.0,0.6031,,0.6031,0.6031,modis,,,1,0,1,219.0,359.0,421.0,59.0,1346.0,6.0,agreste_saa,3,1,0.0,10.323180581711656,64.30038598912742,0.0,19.82389669826741,70.61733514166978,1
2011,73,Savoie,FR_73,45.552,6.176,9.685553809434266,5.421169903482775,15.319363270888562,0.0,0.0,0.6315500000000001,,0.6315500000000001,0.6315500000000001,modis,,,1,0,1,219.0,359.0,421.0,59.0,1346.0,5.5,agreste_saa,3,1,0.0,12.62557261208577,65.76631598703968,0.0,17.79808854907539,73.47289493440809,1
2012,73,Savoie,FR_73,45.552,6.176,9.096968179513183,5.201859235006843,13.779147600234706,0.0,0.0,0.63365,,0.63365,0.63365,modis,,,1,0,1,219.0,359.0,421.0,59.0,1346.0,6.5,agreste_saa,3,1,0.0,11.379375945877536,64.30732193838382,0.0,19.496532534246576,73.13119290612576,1
2013,73,Savoie,FR_73,45.552,6.176,9.119430629895067,5.267567899203042,14.038785769542644,0.0,0.0,0.73525,,0.73525,0.73525,modis,,,1,0,1,219.0,359.0,421.0,59.0,1346.0,6.5,agreste_saa,3,1,0.0,9.24715053763441,60.94017756368622,0.0,19.37894630872483,66.49934423035289,1
2014,73,Savoie,FR_73,45.552,6.176,10.642787148934955,6.253772451272947,15.72003806314964,0.0,0.0,0.682,,0.682,0.682,modis,,,1,0,1,219.0,359.0,421.0,59.0,1346.0,5.96,agreste_saa,3,1,0.0,11.116307962611566,62.82492429989028,0.0,18.713161496350367,70.77524688053543,1
2015,73,Savoie,FR_73,45.552,6.176,9.05622429198849,4.422509165089877,14.904063846841163,0.0,0.0,0.66035,,,0.66035,modis,,,1,0,1,219.0,359.0,421.0,59.0,1346.0,5.952,agreste_saa,4,1,0.0,11.400152141211745,69.81524198024198,0.0,21.49845238095238,77.19736118553999,1
2016,73,Savoie,FR_73,45.552,6.176,8.928555352510417,4.429848492015711,14.5633128063989,0.0,0.0,0.66695,,,0.66695,modis,,,1,0,1,219.0,359.0,421.0,59.0,1346.0,5.981,agreste_saa,4,1,0.0,9.97666374269006,62.74017507810623,0.0,19.39752613554434,68.72504349915886,1
2017,73,Savoie,FR_73,45.552,6.176,7.915190903213945,3.5299841159912497,13.467908403817631,0.0,0.0,0.6518,,,0.6518,modis,,,1,0,1,219.0,359.0,421.0,59.0,1346.0,6.303,agreste_saa,4,1,0.0,11.78079849984571,67.68071392905948,0.0,20.8656108276644,77.07361715486593,1
2018,73,Savoie,FR_73,45.552,6.176,10.49768573252644,6.037675879360644,15.898298500975582,0.0,0.0,0.5812,0.81154134954118,,0.81154134954118,s2,23.0,21.289216250000003,1,1,1,219.0,359.0,421.0,59.0,1346.0,6.237,agreste_saa,1,1,0.0,11.6478531701891,71.52302157384295,0.0,21.2016665155088,77.3468925415849,1
2019,73,Savoie,FR_73,45.552,6.176,10.40377747166034,6.381820154768064,15.263938482006752,0.0,0.0,0.7133,0.527731522230416,,0.527731522230416,s2,14.0,17.7404315,1,1,1,219.0,359.0,421.0,59.0,1346.0,6.489,agreste_saa,1,1,0.0,10.256052906948035,65.75211160564916,0.0,21.32388433713937,73.41592739512285,1
2020,73,Savoie,FR_73,45.552,6.176,9.361702965893755,4.951495872325677,14.51370136944478,0.0,0.0,0.69115,0.645193260654113,,0.645193260654113,s2,10.0,12.73345075,1,1,1,219.0,359.0,421.0,59.0,1346.0,5.662,agreste_saa,1,1,0.0,12.174090831918503,68.13847311827956,0.0,19.63013978494624,75.78255206564799,1
2021,73,Savoie,FR_73,45.552,6.176,8.595689964157707,4.615551075268817,13.299941756272402,1114.0,0.0,0.60055,0.6679115868410636,,0.6679115868410636,s2,18.0,13.275412499999998,1,1,1,219.0,359.0,421.0,59.0,1346.0,6.5,agreste_saa,1,1,788.9,8.689922341696535,58.201594982078845,650.8,19.134193548387096,64.3381541218638,0
2022,73,Savoie,FR_73,45.552,6.176,10.196541218637991,6.248862007168459,15.001169354838709,1761.5,0.0,0.7061999999999999,0.5216706757200209,,0.5216706757200209,s2,35.0,12.7878175,1,1,1,219.0,359.0,421.0,59.0,1346.0,5.883,agreste_saa,1,1,419.1,11.16402849202639,69.94916432912575,479.8,21.773163082437275,77.03841164095371,0
2023,73,Savoie,FR_73,45.552,6.176,10.528906810035842,6.347956989247312,15.30937724014337,355.5,0.0,0.6303000000000001,0.4771883042010167,,0.4771883042010167,s2,31.0,6.033642749999999,1,1,1,219.0,359.0,421.0,59.0,1346.0,6.183,agreste_saa,1,1,688.8,10.087252090800478,63.85030465949821,665.3,20.38002688172043,71.0218100358423,0
2024,73,Savoie,FR_73,45.552,6.176,9.135025565832018,5.417157834101383,13.828771633384536,1930.3,0.0,0.6653500000000001,0.3713696528076148,,0.3713696528076148,s2,14.0,18.1823,1,1,1,219.0,359.0,421.0,59.0,1346.0,5.571,agreste_saa,1,1,487.4,10.456798088410991,62.10175627240143,888.5,19.42320788530466,70.21681003584229,0
2010,74,Haute-Savoie,FR_74,46.067,6.301,7.725152752571083,3.568186090225564,12.059320175438597,264.4,0.0,0.5733,,0.5733,0.5733,modis,,,1,0,1,339.0,284.0,377.0,60.0,921.0,5.8,agreste_saa,3,1,191.2,10.056164874551971,63.81918586789554,90.7,19.67857142857143,69.52563748079876,0
2011,74,Haute-Savoie,FR_74,46.067,6.301,9.673370826259196,5.437057853496399,14.35989570422296,244.2,0.0,0.56115,,0.56115,0.56115,modis,,,1,0,1,339.0,284.0,377.0,60.0,921.0,6.48,agreste_saa,3,1,76.7,12.401045063848906,65.72481280808896,166.8,17.960019136139966,73.12317346382665,1
2012,74,Haute-Savoie,FR_74,46.067,6.301,9.027689459303998,5.198605730427764,13.049321723082317,462.7,0.0,0.60865,,0.60865,0.60865,modis,,,1,0,1,339.0,284.0,377.0,60.0,921.0,6.376,agreste_saa,3,1,202.3,11.326082814563293,64.11154996942308,140.8,19.477134633834343,72.93251771135857,0
2013,74,Haute-Savoie,FR_74,46.067,6.301,8.960759078089195,5.33125,13.079166666666667,419.6,0.0,0.5592,,0.5592,0.5592,modis,,,1,0,1,339.0,284.0,377.0,60.0,921.0,6.236,agreste_saa,3,1,297.3,8.62379928315412,60.43693548387097,181.7,19.381155913978496,64.63370967741935,0
2014,74,Haute-Savoie,FR_74,46.067,6.301,10.500069666052749,6.584224837319036,14.773109155812298,335.1,0.0,0.528,,0.528,0.528,modis,,,1,0,1,339.0,284.0,377.0,60.0,921.0,6.34,agreste_saa,3,1,172.8,11.035376344086025,62.54847823117304,230.1,18.67601330913491,70.45815565052789,0
2015,74,Haute-Savoie,FR_74,46.067,6.301,8.95133064516129,4.553715622001919,13.760867311587251,204.1,0.0,0.6069500000000001,,,0.6069500000000001,modis,,,1,0,1,339.0,284.0,377.0,60.0,921.0,6.9510000000000005,agreste_saa,4,1,211.6,11.278709677419355,70.29515133171913,73.6,21.887575665859565,77.61128036397719,0
2016,74,Haute-Savoie,FR_74,46.067,6.301,8.683312830326226,4.604630624489657,13.228871671013923,211.6,0.0,0.4889,,,0.4889,modis,,,1,0,1,339.0,284.0,377.0,60.0,921.0,6.481,agreste_saa,4,1,209.1,9.640566425759443,61.6782739105829,195.9,19.21763157894737,67.35696243517307,0
2017,74,Haute-Savoie,FR_74,46.067,6.301,8.144023829050482,3.68625048846872,13.187656879633334,258.5,0.0,0.5497000000000001,,,0.5497000000000001,modis,,,1,0,1,339.0,284.0,377.0,60.0,921.0,6.768000000000001,agreste_saa,4,1,177.6,11.440013514307536,67.20410024495949,117.7,20.929126625211985,76.17829379334658,0
2018,74,Haute-Savoie,FR_74,46.067,6.301,9.199198847373712,5.853258517143597,12.912102388259916,235.2,0.0,0.51315,0.231413873724684,,0.231413873724684,s2,75.0,19.79494375,1,1,1,339.0,284.0,377.0,60.0,921.0,6.586,agreste_saa,1,1,221.9,11.274384909786768,69.98358483688719,142.3,20.64715053763441,75.11745580462912,0
2019,74,Haute-Savoie,FR_74,46.067,6.301,8.877006810881026,5.861730674372183,12.294665253764212,381.4,0.0,0.58275,0.2442157930735281,,0.2442157930735281,s2,45.0,18.1494505,1,1,1,339.0,284.0,377.0,60.0,921.0,6.496,agreste_saa,1,1,161.20000000000002,8.242257040450589,57.5856559139785,156.4,19.500870967741932,63.72851305683564,0
2020,74,Haute-Savoie,FR_74,46.067,6.301,8.256827956989246,4.965559139784946,11.76745698924731,305.3,0.0,0.48235,0.306701030927835,,0.306701030927835,s2,42.0,16.801691750000003,1,1,1,339.0,284.0,377.0,60.0,921.0,5.669,agreste_saa,1,1,193.2,10.299075268817203,60.6789247311828,109.0,17.736333333333334,66.36989247311828,0
2021,74,Haute-Savoie,FR_74,46.067,6.301,7.680537634408602,4.42244623655914,11.118337813620071,902.3,0.0,0.54205,0.2470078029392438,,0.2470078029392438,s2,58.0,16.57516325,1,1,1,339.0,284.0,377.0,60.0,921.0,6.48,agreste_saa,1,1,684.5999999999999,6.988709677419354,51.200860215053766,661.5,17.423279569892472,55.81268817204301,0
2022,74,Haute-Savoie,FR_74,46.067,6.301,9.140833333333331,6.014027777777778,12.50540770609319,1117.8,0.0,0.5693,0.1337491337491337,,0.1337491337491337,s2,98.0,18.25816,1,1,1,339.0,284.0,377.0,60.0,921.0,6.169,agreste_saa,1,1,346.3,9.66434789628338,63.799136878814295,271.40000000000003,20.31594982078853,69.6249433304272,0
2023,74,Haute-Savoie,FR_74,46.067,6.301,9.579641577060931,6.125376344086021,13.235250896057348,1217.0,0.0,0.5505500000000001,0.1533799533799533,,0.1533799533799533,s2,100.0,5.317772,1,1,1,339.0,284.0,377.0,60.0,921.0,5.984,agreste_saa,1,1,721.5,8.566881720430107,57.68116487455197,300.4,18.92359318996416,63.54783154121864,0
2024,74,Haute-Savoie,FR_74,46.067,6.301,8.1405974547406,5.097081950542675,11.439042475413554,1053.6,0.0,0.5867500000000001,0.1550756671837565,,0.1550756671837565,s2,42.0,17.614924000000002,1,1,1,339.0,284.0,377.0,60.0,921.0,5.65,agreste_saa,1,1,1016.1,8.902084826762247,55.85896057347671,444.7000000000001,17.852428315412187,62.41111111111111,0
2010,76,Seine-Maritime,FR_76,49.6695,1.005,8.747551982635159,5.994643042146694,11.433133201503384,291.4,0.0,0.5056499999999999,,0.5056499999999999,0.5056499999999999,modis,,,1,0,1,153.0,108.0,738.0,63.0,473.0,9.2,agreste_saa,3,1,130.89999999999998,9.16830851414795,54.80089397046162,60.3,16.95326590414973,61.41145735074331,0
2011,76,Seine-Maritime,FR_76,49.6695,1.005,11.901924731182795,9.17488308852609,14.92148664703982,223.6,0.0,0.69095,,0.69095,0.69095,modis,,,1,0,1,153.0,108.0,738.0,63.0,473.0,9.3,agreste_saa,3,1,56.400000000000006,11.382606095624451,57.26290822492079,169.0,15.53767741935484,65.22317312558303,1
2012,76,Seine-Maritime,FR_76,49.6695,1.005,10.263904035303309,7.673503150852113,13.007443645181516,323.6,0.0,0.44205,,0.44205,0.44205,modis,,,1,0,1,153.0,108.0,738.0,63.0,473.0,8.7,agreste_saa,3,1,125.79999999999998,9.843781453823611,52.42369932710845,173.3,15.829398959328874,61.19014228012858,0
2013,76,Seine-Maritime,FR_76,49.6695,1.005,10.882282304117624,8.331687399443794,13.605414199573405,162.8,0.0,0.70655,,0.70655,0.70655,modis,,,1,0,1,153.0,108.0,738.0,63.0,473.0,8.894,agreste_saa,3,1,130.6,7.74560705142272,51.49038206954336,88.39999999999999,16.418277056277056,56.07337526682227,0
2014,76,Seine-Maritime,FR_76,49.6695,1.005,11.559021354534064,8.709951039642549,14.643625032101916,169.89999999999998,0.0,0.53005,,0.53005,0.53005,modis,,,1,0,1,153.0,108.0,738.0,63.0,473.0,8.299,agreste_saa,3,1,195.8,10.620972177610549,56.734397770488,99.29999999999998,16.761224489795918,65.38536551242348,0
2015,76,Seine-Maritime,FR_76,49.6695,1.005,11.611398236092263,8.668136385011385,14.616253588493318,163.1,0.0,0.6689,,,0.6689,modis,,,1,0,1,153.0,108.0,738.0,63.0,473.0,9.597,agreste_saa,4,1,61.2,10.030826152846936,55.68287369248443,71.1,16.478423423423422,63.04932530538765,1
2016,76,Seine-Maritime,FR_76,49.6695,1.005,10.489069470799071,7.414582252030829,13.705104412589357,149.0,0.0,0.5274,,,0.5274,modis,,,1,0,1,153.0,108.0,738.0,63.0,473.0,6.499,agreste_saa,4,1,153.6,9.372399976124392,54.23862576428421,122.3,16.261397849462366,60.63999562729791,0
2017,76,Seine-Maritime,FR_76,49.6695,1.005,10.840504858005492,7.943720637703088,13.608868232690153,257.0,0.0,0.7562500000000001,,,0.7562500000000001,modis,,,1,0,1,153.0,108.0,738.0,63.0,473.0,9.499,agreste_saa,4,1,125.6,11.03852512474524,59.07495636813284,53.2,17.80743243243243,68.73044023910057,0
2018,76,Seine-Maritime,FR_76,49.6695,1.005,11.040482754454894,8.019989247311827,14.265987455197132,210.9,0.0,0.569,0.7946725860155381,,0.7946725860155381,s2,65.0,12.36066425,1,1,1,153.0,108.0,738.0,63.0,473.0,8.598,agreste_saa,1,1,142.0,10.652824760244116,62.53781473505122,66.69999999999999,18.38063796909492,68.71975021892219,0
2019,76,Seine-Maritime,FR_76,49.6695,1.005,10.826326663032308,8.173294106745583,13.661650099266918,350.3,0.0,0.6881,0.652083401851363,,0.652083401851363,s2,39.0,19.33265075,1,1,1,153.0,108.0,738.0,63.0,473.0,9.797,agreste_saa,1,1,118.9,10.347486850067495,57.71351953419459,80.69999999999999,17.759555466022025,66.56157148224653,0
2020,76,Seine-Maritime,FR_76,49.6695,1.005,11.244976884719524,8.126718643847642,14.245695735070877,221.9,0.0,0.6693,0.7695825261759839,,0.7695825261759839,s2,44.0,16.19883875,1,1,1,153.0,108.0,738.0,63.0,473.0,8.397,agreste_saa,1,1,83.1,11.13970806100218,59.11426481130087,69.7,16.632537634408603,66.68419945182374,1
2021,76,Seine-Maritime,FR_76,49.6695,1.005,11.326801075268817,8.472849462365591,14.321236559139786,403.5,0.0,0.58645,0.3848925576519916,,0.3848925576519916,s2,31.0,8.284943,1,1,1,153.0,108.0,738.0,63.0,473.0,7.798999999999999,agreste_saa,1,1,201.8,8.838752688172043,52.75404301075268,325.1,16.926634408602148,60.369526881720425,0
2022,76,Seine-Maritime,FR_76,49.6695,1.005,11.475962365591398,8.89389247311828,14.307182795698925,735.4000000000001,0.0,0.6788000000000001,0.2408547079762545,,0.2408547079762545,s2,46.0,23.34459525,1,1,1,153.0,108.0,738.0,63.0,473.0,9.796,agreste_saa,1,1,84.9,11.072652329749104,60.2903870967742,188.9,18.19911827956989,69.6161935483871,1
2023,76,Seine-Maritime,FR_76,49.6695,1.005,12.650849462365592,10.028198924731182,15.646645161290325,591.5999999999999,0.0,0.52715,0.1987072781633968,,0.1987072781633968,s2,60.0,10.3208155,1,1,1,153.0,108.0,738.0,63.0,473.0,8.895,agreste_saa,1,1,451.7,10.2903082437276,57.931677419354834,464.0,17.801989247311827,66.47490322580646,0
2024,76,Seine-Maritime,FR_76,49.6695,1.005,11.075499418773612,8.698716963507286,13.634049779775587,778.5,0.0,0.7037500000000001,0.5510331032450456,,0.5510331032450456,s2,25.0,28.217807,1,1,1,153.0,108.0,738.0,63.0,473.0,7.5,agreste_saa,1,1,477.3,11.12015770609319,57.293956989247306,244.0,16.42416129032258,66.20879569892473,0
2010,77,Seine-et-Marne,FR_77,48.667,2.884,8.642874172024158,5.476761382006572,11.884485566986395,245.9,0.0,0.4509,,0.4509,0.4509,modis,,,1,0,1,235.0,257.0,509.0,69.0,469.0,8.3,agreste_saa,3,1,103.5,10.783056843323289,64.96162505418869,170.10000000000002,20.04110121168924,72.43137295334834,1
2011,77,Seine-et-Marne,FR_77,48.667,2.884,11.868944689939608,8.384524206871866,15.753990564493808,195.5,0.0,0.4928,,0.4928,0.4928,modis,,,1,0,1,235.0,257.0,509.0,69.0,469.0,8.0,agreste_saa,3,1,24.200000000000003,13.269937795807976,66.27263854693135,185.3,17.734353756224294,75.27852089987252,1
2012,77,Seine-et-Marne,FR_77,48.667,2.884,10.3060489432703,7.161608352800579,13.741471622432757,253.6,0.0,0.46685,,0.46685,0.46685,modis,,,1,0,1,235.0,257.0,509.0,69.0,469.0,8.1,agreste_saa,3,1,185.5,11.566291583299986,59.88989001506643,153.10000000000002,17.706291946308724,70.11145864251742,0
2013,77,Seine-et-Marne,FR_77,48.667,2.884,10.817669669509243,7.618302342212932,14.181658926853803,261.4,0.0,0.5707500000000001,,0.5707500000000001,0.5707500000000001,modis,,,1,0,1,235.0,257.0,509.0,69.0,469.0,8.4,agreste_saa,3,1,150.60000000000002,9.131322655590187,61.0943842364532,135.3,19.35759068517689,66.10914933712434,0
2014,77,Seine-et-Marne,FR_77,48.667,2.884,11.598137725178049,8.361728082537011,15.211917584373968,174.5,0.0,0.56055,,0.56055,0.56055,modis,,,1,0,1,235.0,257.0,509.0,69.0,469.0,8.8,agreste_saa,3,1,146.0,11.818589353154843,63.68694016459176,195.0,18.787521536434586,73.0308111323337,0
2015,77,Seine-et-Marne,FR_77,48.667,2.884,11.463079718205414,8.181439467790874,14.93363140113968,192.4,0.0,0.6628000000000001,,,0.6628000000000001,modis,,,1,0,1,235.0,257.0,509.0,69.0,469.0,8.9,agreste_saa,4,1,128.7,11.394857472757453,66.24749933848116,23.3,19.953611111111112,74.09179464049458,0
2016,77,Seine-et-Marne,FR_77,48.667,2.884,10.310430107526882,6.91473178388414,14.1315708949841,142.2,0.0,0.5487500000000001,,,0.5487500000000001,modis,,,1,0,1,235.0,257.0,509.0,69.0,469.0,4.0,agreste_saa,4,1,282.9,10.25500460829493,61.617333333333335,100.4,18.8047311827957,68.37447619047619,0
2017,77,Seine-et-Marne,FR_77,48.667,2.884,10.48034355194759,7.290850480800589,14.000581281245978,288.9,0.0,0.5311,,,0.5311,modis,,,1,0,1,235.0,257.0,509.0,69.0,469.0,8.1,agreste_saa,4,1,136.3,12.314029900018864,67.5197894736842,83.2,20.483688596491227,77.90946689303905,0
2018,77,Seine-et-Marne,FR_77,48.667,2.884,11.2931331507898,7.644602105882005,15.307104571159844,163.8,0.0,0.2856,0.0846606771642973,,0.0846606771642973,s2,27.0,21.51367425,1,1,1,235.0,257.0,509.0,69.0,469.0,7.7,agreste_saa,1,1,174.1,12.290709388756584,72.56216705897165,160.50000000000003,21.319858156028367,79.51184447832648,0
2019,77,Seine-et-Marne,FR_77,48.667,2.884,11.178460252306865,8.18698122552865,14.551919818033983,270.5,0.0,0.46975,0.0902011142649494,,0.0902011142649494,s2,22.0,13.6112265,1,1,1,235.0,257.0,509.0,69.0,469.0,8.8,agreste_saa,1,1,156.60000000000002,11.44506287090393,66.65921458673776,61.400000000000006,20.908766233766237,76.15272108024426,0
2020,77,Seine-et-Marne,FR_77,48.667,2.884,11.646774431277889,8.156143855915948,15.273822031258604,265.2,0.0,0.4214,0.0582608695652173,,0.0582608695652173,s2,32.0,5.1609825,1,1,1,235.0,257.0,509.0,69.0,469.0,7.7,agreste_saa,1,1,121.6,12.753964793670676,68.55177842064938,74.7,19.345268817204303,76.95243201542064,0
2021,77,Seine-et-Marne,FR_77,48.667,2.884,10.90939247311828,7.429435483870968,14.812989247311828,402.1,0.0,0.5526500000000001,0.126239796254864,,0.126239796254864,s2,24.0,9.5150175,1,1,1,235.0,257.0,509.0,69.0,469.0,8.3,agreste_saa,1,1,213.5,9.99995698924731,61.12896774193548,363.3,19.62229032258065,69.24445161290322,0
2022,77,Seine-et-Marne,FR_77,48.667,2.884,11.654397849462368,8.522295698924731,15.263059139784946,413.7,0.0,0.5909,0.0706829704742022,,0.0706829704742022,s2,37.0,20.583904500000003,1,1,1,235.0,257.0,509.0,69.0,469.0,8.5,agreste_saa,1,1,153.1,12.552057347670251,69.88197849462365,206.0,20.865161290322582,79.38649462365592,0
2023,77,Seine-et-Marne,FR_77,48.667,2.884,12.887736559139784,9.5397311827957,16.725709677419353,460.3,0.0,0.5202,0.080163959883662,,0.080163959883662,s2,30.0,7.98576325,1,1,1,235.0,257.0,509.0,69.0,469.0,8.4,agreste_saa,1,1,300.7,11.50053046594982,67.20539784946237,251.4,20.954483870967746,76.41055913978494,0
