year,department_code,department_name,geo_code,lat,lon,ps_tavg_c,ps_tmin_c,ps_tmax_c,ps_prcp_mm,ps_et0_mm,ps_ndvi_modis_med,ps_ndvi_s2_med,ps_ndvi_copernicus_med,ps_ndvi_fused,ndvi_source,s2_scene_count_ps,ps_s2_cloud_med,modis_coverage,s2_coverage,fused_coverage,clay_g_kg,sand_g_kg,silt_g_kg,phh2o,soc_dg_kg,yield_t_ha,yield_source,n_missing_features,has_yield,spring_prcp_mm,spring_tavg_c,gdd_sum,summer_prcp_mm,summer_tavg_c,gdd_mar_jul,drought_spring_flag
2013,32,Gers,FR_32,43.657,0.497,12.003899777687035,7.91069167827794,16.94549160035367,549.4,0.0,0.62995,,0.62995,0.62995,modis,,,1,0,1,303.0,222.0,475.0,64.0,769.0,5.5,agreste_saa,3,1,544.4,10.95288063612542,64.52999441517765,190.9,20.3456762534007,73.54999441517765,0
2014,32,Gers,FR_32,43.657,0.497,13.434622152005709,8.690074299835302,19.081729160522684,406.4,0.0,0.5584,,0.5584,0.5584,modis,,,1,0,1,303.0,222.0,475.0,64.0,769.0,5.699,agreste_saa,3,1,455.9,12.328886386728383,67.66178266623118,278.2,20.161217667001505,77.30909449418816,0
2015,32,Gers,FR_32,43.657,0.497,12.233094487231172,7.272114351941278,18.05090981631208,302.3,0.0,0.5384,,,0.5384,modis,,,1,0,1,303.0,222.0,475.0,64.0,769.0,5.4990000000000006,agreste_saa,4,1,287.8,12.99090203106332,73.213518555266,199.1,21.90373956437135,82.78018522193267,0
2016,32,Gers,FR_32,43.657,0.497,12.254529569892473,7.449966954878925,18.03023611496678,308.6,0.0,0.53535,,,0.53535,modis,,,1,0,1,303.0,222.0,475.0,64.0,769.0,5.898,agreste_saa,4,1,377.7,11.69818601688167,66.42518295324747,213.2,19.947921146953405,74.99040034455182,0
2017,32,Gers,FR_32,43.657,0.497,11.239609273460266,6.524795966067801,16.779483510670648,405.3,0.0,0.5921000000000001,,,0.5921000000000001,modis,,,1,0,1,303.0,222.0,475.0,64.0,769.0,5.7,agreste_saa,4,1,393.5,13.082873085695669,71.54050900351237,201.1,21.39809541084709,82.04481007878118,0
2018,32,Gers,FR_32,43.657,0.497,12.98528122609873,8.451318594650186,18.314734297570737,336.5,0.0,0.57805,0.6515743999017654,,0.6515743999017654,s2,29.0,8.455386,1,1,1,303.0,222.0,475.0,64.0,769.0,4.8,agreste_saa,1,1,427.6,12.507072072072072,71.74074865615455,387.8,21.464927510291748,80.4510712367997,0
2019,32,Gers,FR_32,43.657,0.497,12.961651579127428,8.506193028493211,18.12033277661368,556.5,0.0,0.5359,0.5404465902219129,,0.5404465902219129,s2,20.0,10.93215475,1,1,1,303.0,222.0,475.0,64.0,769.0,6.199,agreste_saa,1,1,338.7,11.94041286322809,69.13502489716389,183.6,21.706566356354188,79.23437130239265,0
2020,32,Gers,FR_32,43.657,0.497,12.245571659523272,7.477420727850299,17.73586752945326,662.3,0.0,0.6309500000000001,0.4272644314940457,,0.4272644314940457,s2,24.0,14.569048249999998,1,1,1,303.0,222.0,475.0,64.0,769.0,4.133,agreste_saa,1,1,378.0,13.779267502796912,72.1270545109887,196.6,20.23212600129898,81.80205451098871,0
2021,32,Gers,FR_32,43.657,0.497,11.948006272401434,7.510349462365591,17.30404569892473,773.5,0.0,0.5925500000000001,0.605424604455925,,0.605424604455925,s2,26.0,6.571802,1,1,1,303.0,222.0,475.0,64.0,769.0,4.697,agreste_saa,1,1,377.9,11.705794504181602,66.34799283154122,509.6,20.401326164874558,75.92003584229391,0
2022,32,Gers,FR_32,43.657,0.497,14.136478494623656,9.252002688172045,19.85135304659498,612.2,0.0,0.5734,0.3297165616720214,,0.3297165616720214,s2,43.0,15.21234275,1,1,1,303.0,222.0,475.0,64.0,769.0,4.497999999999999,agreste_saa,1,1,470.0,13.547599696470664,76.31473457328296,236.1,22.953440860215053,86.5496808098421,0
2023,32,Gers,FR_32,43.657,0.497,14.126214157706094,9.06100358422939,19.79209677419355,930.4,0.0,0.6658999999999999,0.4775761725436494,,0.4775761725436494,s2,39.0,8.3220355,1,1,1,303.0,222.0,475.0,64.0,769.0,5.399,agreste_saa,1,1,699.6,12.985746714456392,71.50790322580644,614.7,21.589310035842296,82.13586021505377,0
2024,32,Gers,FR_32,43.657,0.497,12.436370226995226,8.21050606987099,17.349161979373672,984.6,0.0,0.7235,0.626715462031107,,0.626715462031107,s2,18.0,17.04183125,1,1,1,303.0,222.0,475.0,64.0,769.0,4.683,agreste_saa,1,1,1059.1,12.734109916367984,69.13363799283155,420.4,20.897374551971325,79.99707885304659,0
2010,33,Gironde,FR_33,44.796,-0.299,11.321558915707577,7.18921720862258,16.016076109791744,411.5,0.0,,,,,none,,,0,0,0,234.0,342.0,424.0,63.0,674.0,5.1,agreste_saa,6,1,135.2,12.583445619421228,69.651828768954,116.9,20.327575223637844,78.40548730553937,0
2011,33,Gironde,FR_33,44.796,-0.299,14.107593535401024,9.7442937730987,19.150565078675776,275.5,0.0,,,,,none,,,0,0,0,234.0,342.0,424.0,63.0,674.0,5.2,agreste_saa,6,1,52.9,14.71833228394466,71.82066840777301,80.7,19.08324561403509,82.32148807990416,1
2012,33,Gironde,FR_33,44.796,-0.299,12.97986344537815,8.958008258958381,17.54134678283712,418.6,0.0,,,,,none,,,0,0,0,234.0,342.0,424.0,63.0,674.0,6.1,agreste_saa,6,1,238.40000000000003,12.680096094425906,66.60445957410889,111.6,19.60103725831881,77.24236279991534,0
2013,33,Gironde,FR_33,44.796,-0.299,12.545003358612906,8.698075284826855,17.05699925262335,368.3,0.0,,,,,none,,,0,0,0,234.0,342.0,424.0,63.0,674.0,5.0,agreste_saa,6,1,216.3,11.38028233151184,65.52974710296598,214.5,20.34570005421524,74.832247102966,0
2014,33,Gironde,FR_33,44.796,-0.299,13.718113866031516,9.55881893106893,19.04622889610389,252.40000000000003,0.0,,,,,none,,,0,0,0,234.0,342.0,424.0,63.0,674.0,4.6,agreste_saa,6,1,241.9,12.715999808333882,68.66280804312572,117.9,20.31150266971777,78.7710047644372,0
2015,33,Gironde,FR_33,44.796,-0.299,12.905314399251989,8.117906541573246,18.306429254864685,151.5,0.0,,,,,none,,,0,0,0,234.0,342.0,424.0,63.0,674.0,5.6,agreste_saa,6,1,100.6,13.048906008548856,71.45522852928818,79.1,21.009497187304675,81.16571240025591,1
2016,33,Gironde,FR_33,44.796,-0.299,12.547171884882983,8.021108566871153,17.874947551176007,175.8,0.0,,,,,none,,,0,0,0,234.0,342.0,424.0,63.0,674.0,5.3,agreste_saa,6,1,262.4,12.025952006294256,66.50674731182795,87.2,19.831518817204294,75.74089365329137,0
2017,33,Gironde,FR_33,44.796,-0.299,11.85040908540903,7.418846848913263,16.797642288925495,313.5,0.0,,,,,none,,,0,0,0,234.0,342.0,424.0,63.0,674.0,6.1,agreste_saa,6,1,150.4,13.65127665390924,71.63699405914488,164.70000000000002,21.008920758386,82.97167147849972,0
2018,33,Gironde,FR_33,44.796,-0.299,13.232147847357062,8.9598101495648,18.24945864779436,259.9,0.0,,0.5128440366972477,,0.5128440366972477,s2,56.0,10.68461675,0,1,1,234.0,342.0,424.0,63.0,674.0,5.2,agreste_saa,2,1,238.0,13.157151796478171,73.21854639842607,108.2,21.604593891592547,82.68064317261961,0
2019,33,Gironde,FR_33,44.796,-0.299,13.62590760299501,9.821808821655337,17.743222962690876,563.0,0.0,,0.5843745491759789,,0.5843745491759789,s2,55.0,11.720731,0,1,1,234.0,342.0,424.0,63.0,674.0,6.8,agreste_saa,2,1,172.7,12.74006227968838,69.65532099936749,126.5,21.270872865275145,80.76193256961542,0
2020,33,Gironde,FR_33,44.796,-0.299,12.919502688172042,8.136478413010243,18.07633313847716,527.9000000000001,0.0,,0.5457241096111491,,0.5457241096111491,s2,48.0,9.9068745,0,1,1,234.0,342.0,424.0,63.0,674.0,4.5,agreste_saa,2,1,341.3,14.084790764790766,71.64224085855665,94.6,19.803025191183085,81.86042267673847,0
2021,33,Gironde,FR_33,44.796,-0.299,12.380201612903226,7.946787634408603,17.568911290322582,694.4000000000001,0.0,,0.4960875570284147,,0.4960875570284147,s2,64.0,8.084425,0,1,1,234.0,342.0,424.0,63.0,674.0,5.199,agreste_saa,2,1,280.9,12.262410394265231,66.82959677419355,363.0,20.065134408602148,76.91749999999999,0
2022,33,Gironde,FR_33,44.796,-0.299,14.457889784946236,10.259502688172043,19.40733870967742,532.0,0.0,,0.3503503385120572,,0.3503503385120572,s2,59.0,8.25097575,0,1,1,234.0,342.0,424.0,63.0,674.0,4.8,agreste_saa,2,1,266.0,13.874856630824372,75.26962365591397,276.90000000000003,22.28744623655914,86.1994623655914,0
2023,33,Gironde,FR_33,44.796,-0.299,14.82125,10.69657930107527,19.60799059139785,1013.3,0.0,,0.4176844462276928,,0.4176844462276928,s2,57.0,4.90089225,0,1,1,234.0,342.0,424.0,63.0,674.0,6.4,agreste_saa,2,1,351.6,13.847177419354836,73.63147849462365,240.9,21.633279569892476,84.80809139784947,0
2024,33,Gironde,FR_33,44.796,-0.299,13.117674731182795,9.573145161290322,17.539448924731182,635.0,0.0,,0.5217391304347827,,0.5217391304347827,s2,36.0,7.076111,0,1,1,234.0,342.0,424.0,63.0,674.0,4.8,agreste_saa,2,1,972.2,13.377401433691755,69.53400537634408,164.1,20.36581989247312,80.8638440860215,0
2010,34,Hérault,FR_34,43.5945,3.406,10.211187522854846,6.62186960669715,14.06025519633165,1420.9,0.0,0.6494,,0.6494,0.6494,modis,,,1,0,1,301.0,338.0,361.0,74.0,549.0,3.774,agreste_saa,3,1,757.2,10.74016625741764,66.81979600929097,265.29999999999995,20.629759115756592,73.48001700376611,0
2011,34,Hérault,FR_34,43.5945,3.406,13.38827121476315,9.807629778175864,17.43473062953995,897.9,0.0,0.70325,,0.70325,0.70325,modis,,,1,0,1,301.0,338.0,361.0,74.0,549.0,3.791,agreste_saa,3,1,436.0,13.104922716627636,68.40832770097286,367.1,18.90087813620072,77.11652442228434,0
2012,34,Hérault,FR_34,43.5945,3.406,11.800450553092688,8.336149982370067,15.503457840236686,1131.9,0.0,0.70865,,0.70865,0.70865,modis,,,1,0,1,301.0,338.0,361.0,74.0,549.0,3.775,agreste_saa,3,1,635.0,12.005352964903317,65.70845744543459,273.1,20.092666666666663,76.20139222804329,0
2013,34,Hérault,FR_34,43.5945,3.406,11.873090258505826,8.314307849923491,15.667295804556034,969.8,0.0,0.7045,,0.7045,0.7045,modis,,,1,0,1,301.0,338.0,361.0,74.0,549.0,4.452,agreste_saa,3,1,887.9,10.068202295635016,62.853779034585486,216.4,20.06436507936508,70.3333370456352,0
2014,34,Hérault,FR_34,43.5945,3.406,13.018682007552693,9.449439295808462,16.676752382576698,867.5,0.0,0.72495,,0.72495,0.72495,modis,,,1,0,1,301.0,338.0,361.0,74.0,549.0,2.2,agreste_saa,3,1,572.9,12.13974603218611,67.1903718418453,478.7000000000001,20.00411525974026,76.42746861603885,0
2015,34,Hérault,FR_34,43.5945,3.406,12.456294005497917,8.611582956065856,16.531491695565762,791.9,0.0,0.73465,,,0.73465,modis,,,1,0,1,301.0,338.0,361.0,74.0,549.0,3.667,agreste_saa,4,1,540.0,12.359264803041537,72.5023194222152,196.8,22.303884128166917,81.68556266545843,0
2016,34,Hérault,FR_34,43.5945,3.406,12.458749716604544,8.632559342367035,16.56756058181879,1516.8,0.0,0.7076500000000001,,,0.7076500000000001,modis,,,1,0,1,301.0,338.0,361.0,74.0,549.0,2.79,agreste_saa,4,1,867.6,10.795685323084314,65.68298930862437,276.4,20.40901639344262,73.2050887561382,0
2017,34,Hérault,FR_34,43.5945,3.406,10.894367601175668,6.95884346948848,15.281626020063785,659.7,0.0,0.6828500000000001,,,0.6828500000000001,modis,,,1,0,1,301.0,338.0,361.0,74.0,549.0,4.7,agreste_saa,4,1,629.1,12.724084084084083,70.28266743723111,196.0,21.34466705194889,80.86158635615003,0
2018,34,Hérault,FR_34,43.5945,3.406,13.018145907128147,9.13548630324734,17.10730698858975,1215.2,0.0,0.69525,0.7754848589375268,,0.7754848589375268,s2,18.0,14.4533145,1,1,1,301.0,338.0,361.0,74.0,549.0,3.5,agreste_saa,1,1,1286.1999999999998,11.768742952699474,70.41090313806683,313.79999999999995,21.439150326797385,78.1845295116932,0
2019,34,Hérault,FR_34,43.5945,3.406,12.640459944522444,8.937922316047993,16.490473183383898,1587.4,0.0,0.6841,0.773416789902176,,0.773416789902176,s2,20.0,16.88299325,1,1,1,301.0,338.0,361.0,74.0,549.0,2.5,agreste_saa,1,1,584.6,11.318559738046782,67.5655731244441,174.8,21.618881381381385,77.19344197690312,0
2020,34,Hérault,FR_34,43.5945,3.406,11.724096784205363,7.825241668877407,15.721636198945982,1001.5,0.0,0.69045,0.8303703697437004,,0.8303703697437004,s2,18.0,8.0793165,1,1,1,301.0,338.0,361.0,74.0,549.0,3.383,agreste_saa,1,1,439.4,12.630790959339343,70.27527982762581,253.4,20.638706222056637,79.1697853221313,0
2021,34,Hérault,FR_34,43.5945,3.406,11.810344982078853,7.910663082437276,16.060833333333335,1597.4,0.0,0.7160500000000001,0.7659036024651178,,0.7659036024651178,s2,12.0,5.324873500000001,1,1,1,301.0,338.0,361.0,74.0,549.0,3.19,agreste_saa,1,1,462.3,10.809390681003585,65.54098566308244,304.79999999999995,20.843234767025088,74.11464157706094,0
2022,34,Hérault,FR_34,43.5945,3.406,13.411608422939068,10.046039426523295,17.26865143369176,1209.6999999999998,0.0,0.74,0.4473758044080181,,0.4473758044080181,s2,16.0,16.95081525,1,1,1,301.0,338.0,361.0,74.0,549.0,3.4770000000000003,agreste_saa,1,1,693.1,12.44705495818399,75.51455197132617,227.4,23.2364247311828,83.81401433691757,0
2023,34,Hérault,FR_34,43.5945,3.406,13.46130376344086,9.460739247311828,17.965448028673833,1288.0,0.0,0.6861,0.3693863645014524,,0.3693863645014524,s2,34.0,6.6038595,1,1,1,301.0,338.0,361.0,74.0,549.0,2.487,agreste_saa,1,1,679.5,12.40900238948626,71.7047311827957,434.6,22.01628136200717,81.25956989247312,0
2024,34,Hérault,FR_34,43.5945,3.406,12.362141577060932,8.878028673835125,16.479251792114695,1250.2,0.0,0.7046,0.4428898996385412,,0.4428898996385412,s2,17.0,11.6488845,1,1,1,301.0,338.0,361.0,74.0,549.0,4.284000000000001,agreste_saa,1,1,834.55,12.096798088410992,67.62204301075268,236.1,20.698351254480286,77.68709677419355,0
2010,35,Ille-et-Vilaine,FR_35,48.182,-1.6595,9.361806976413751,5.82974800626221,13.08892781398025,255.2,0.0,0.49165,,0.49165,0.49165,modis,,,1,0,1,228.0,213.0,559.0,58.0,590.0,7.698,agreste_saa,3,1,100.6,10.150000785515102,59.64630125010928,65.9,18.20358422939068,66.85717081532667,1
2011,35,Ille-et-Vilaine,FR_35,48.182,-1.6595,12.357665724808992,8.784619960343688,16.33080304031725,187.2,0.0,0.6286,,0.6286,0.6286,modis,,,1,0,1,228.0,213.0,559.0,58.0,590.0,7.903,agreste_saa,3,1,44.5,12.028936162296226,60.3093471643773,101.3,16.383796811271782,68.85440210943224,1
2012,35,Ille-et-Vilaine,FR_35,48.182,-1.6595,10.628858024691358,7.345297086911428,14.163368557484102,362.9,0.0,0.5184,,0.5184,0.5184,modis,,,1,0,1,228.0,213.0,559.0,58.0,590.0,7.5,agreste_saa,3,1,220.1,10.554047597037767,55.171340361445786,137.7,16.419816176470587,64.50177514405448,0
2013,35,Ille-et-Vilaine,FR_35,48.182,-1.6595,11.42589381272849,7.969930938292358,15.206763611548954,313.5,0.0,0.5096,,0.5096,0.5096,modis,,,1,0,1,228.0,213.0,559.0,58.0,590.0,7.698,agreste_saa,3,1,206.4,8.818807002000188,55.74468431816471,114.0,17.61210918417196,61.68063937434448,0
2014,35,Ille-et-Vilaine,FR_35,48.182,-1.6595,11.99329458393682,8.435286264826733,16.179973126589676,244.7,0.0,0.6597500000000001,,0.6597500000000001,0.6597500000000001,modis,,,1,0,1,228.0,213.0,559.0,58.0,590.0,7.598999999999999,agreste_saa,3,1,133.4,10.829097425871618,59.02738793464599,118.2,17.66574675324675,67.81878578410836,0
2015,35,Ille-et-Vilaine,FR_35,48.182,-1.6595,12.00936645557964,8.51690700573139,15.727251043772798,166.9,0.0,0.5004,,,0.5004,modis,,,1,0,1,228.0,213.0,559.0,58.0,590.0,7.997,agreste_saa,4,1,125.5,10.934898446833932,59.89446389018335,82.6,17.573916532905297,67.95252840631238,0
2016,35,Ille-et-Vilaine,FR_35,48.182,-1.6595,10.718512544802868,7.012346864507629,14.91253054740958,151.70000000000002,0.0,0.41275,,,0.41275,modis,,,1,0,1,228.0,213.0,559.0,58.0,590.0,6.898999999999999,agreste_saa,4,1,187.9,9.808343862256905,56.89209138531719,114.5,17.210703812316716,63.84643921140415,0
2017,35,Ille-et-Vilaine,FR_35,48.182,-1.6595,10.78196650006216,7.432517632008619,14.516615453887455,259.0,0.0,0.48385,,,0.48385,modis,,,1,0,1,228.0,213.0,559.0,58.0,590.0,8.029,agreste_saa,4,1,166.89999999999998,11.654133811230585,62.06010752688172,64.6,18.64347670250896,72.24935483870968,0
2018,35,Ille-et-Vilaine,FR_35,48.182,-1.6595,11.616063369340042,8.322513620123654,15.376976622710204,231.4,0.0,0.5818000000000001,0.5368624680886982,,0.5368624680886982,s2,37.0,13.11037125,1,1,1,228.0,213.0,559.0,58.0,590.0,6.644,agreste_saa,1,1,155.7,11.202754488473952,64.78779876672186,134.0,19.227679738562088,72.06362294254603,0
2019,35,Ille-et-Vilaine,FR_35,48.182,-1.6595,11.235013651441989,8.502936199268015,14.301106251682352,414.7,0.0,0.4948,0.3770093944852544,,0.3770093944852544,s2,28.0,18.24733975,1,1,1,228.0,213.0,559.0,58.0,590.0,8.268,agreste_saa,1,1,103.5,10.888044893153848,60.01961259400012,80.69999999999999,18.383023510114818,69.43018169969118,1
2020,35,Ille-et-Vilaine,FR_35,48.182,-1.6595,11.54631653781214,8.410484661606578,14.956057592391796,313.8,0.0,0.5164500000000001,0.4959583073249733,,0.4959583073249733,s2,24.0,18.12515975,1,1,1,228.0,213.0,559.0,58.0,590.0,6.454000000000001,agreste_saa,1,1,151.4,12.04758064516129,61.34516129032258,95.0,16.773387096774194,69.68951612903226,0
2021,35,Ille-et-Vilaine,FR_35,48.182,-1.6595,11.66554435483871,8.55304435483871,15.139408602150535,301.1,0.0,0.5205500000000001,0.4255153217622281,,0.4255153217622281,s2,24.0,13.4444495,1,1,1,228.0,213.0,559.0,58.0,590.0,7.487,agreste_saa,1,1,130.3,9.7790770609319,56.28685483870967,238.4,17.566747311827953,64.47072580645161,0
2022,35,Ille-et-Vilaine,FR_35,48.182,-1.6595,12.224831989247312,9.46049059139785,15.524919354838712,1005.5,0.0,0.61655,0.2093599018693113,,0.2093599018693113,s2,27.0,11.34355775,1,1,1,228.0,213.0,559.0,58.0,590.0,7.789,agreste_saa,1,1,132.1,11.869865591397849,64.16663978494624,177.6,19.101908602150537,73.81341397849462,0
2023,35,Ille-et-Vilaine,FR_35,48.182,-1.6595,13.276451612903228,10.226377688172043,16.744791666666668,978.3,0.0,0.5244500000000001,0.2728262370130882,,0.2728262370130882,s2,34.0,1.726952,1,1,1,228.0,213.0,559.0,58.0,590.0,7.93,agreste_saa,1,1,522.0,11.37899641577061,62.346559139784944,324.40000000000003,18.75034946236559,71.63768817204301,0
2024,35,Ille-et-Vilaine,FR_35,48.182,-1.6595,11.481760752688173,8.91733870967742,14.345873655913977,774.7,0.0,0.6261000000000001,0.2747073237135856,,0.2747073237135856,s2,6.0,23.2216705,1,1,1,228.0,213.0,559.0,58.0,590.0,6.173,agreste_saa,1,1,577.6,11.411971326164874,59.288575268817205,280.5,17.10657258064516,68.44905913978495,0
2010,36,Indre,FR_36,46.736,1.625,8.510596616645003,4.460757504823516,12.887458574509136,285.2,0.0,0.5215000000000001,,0.5215000000000001,0.5215000000000001,modis,,,1,0,1,192.0,460.0,348.0,64.0,395.0,6.5,agreste_saa,3,1,140.6,10.435364826744136,63.1171965323022,122.8,19.361594982078856,70.02928444439011,0
2011,36,Indre,FR_36,46.736,1.625,11.774362543141612,7.548686497326203,16.717830882352942,262.4,0.0,0.56425,,0.56425,0.56425,modis,,,1,0,1,192.0,460.0,348.0,64.0,395.0,5.599,agreste_saa,3,1,79.0,12.72566085049956,65.49456389541123,127.9,17.99780166096727,74.17258587343322,1
2012,36,Indre,FR_36,46.736,1.625,10.245848344575478,5.888901097272187,15.04362146408636,345.8,0.0,0.55155,,0.55155,0.55155,modis,,,1,0,1,192.0,460.0,348.0,64.0,395.0,6.798,agreste_saa,3,1,169.10000000000002,11.000514539067265,59.32177555535162,126.0,17.744793388429756,68.49113039406129,0
2013,36,Indre,FR_36,46.736,1.625,10.20347553537544,5.961934834633345,14.760933975058618,332.2,0.0,0.55325,,0.55325,0.55325,modis,,,1,0,1,192.0,460.0,348.0,64.0,395.0,6.396,agreste_saa,3,1,274.9,8.89576069572171,58.676727003153744,56.9,18.89882081865004,64.48492372446522,0
2014,36,Indre,FR_36,46.736,1.625,11.233280203144188,6.686435427555476,16.13598362344566,264.5,0.0,0.61275,,0.61275,0.61275,modis,,,1,0,1,192.0,460.0,348.0,64.0,395.0,6.795999999999999,agreste_saa,3,1,157.20000000000002,10.748314197193366,61.46034538956076,186.2,18.66576591511937,69.57647442181883,0
2015,36,Indre,FR_36,46.736,1.625,10.333695378550392,5.452842261904761,15.690492365424433,157.0,0.0,0.6543,,,0.6543,modis,,,1,0,1,192.0,460.0,348.0,64.0,395.0,6.999,agreste_saa,4,1,166.0,11.202655351792089,66.19040455860744,91.7,20.01520299145299,73.63837203828226,0
2016,36,Indre,FR_36,46.736,1.625,9.486256720430108,4.609944958458765,14.97348238956024,167.4,0.0,0.6344000000000001,,,0.6344000000000001,modis,,,1,0,1,192.0,460.0,348.0,64.0,395.0,4.1,agreste_saa,4,1,340.1,9.466766061263217,58.55816462408393,93.7,18.25877192982456,64.91784204343877,0
2017,36,Indre,FR_36,46.736,1.625,9.62199163556385,5.245060944279297,14.410065888164995,270.6,0.0,0.5431,,,0.5431,modis,,,1,0,1,192.0,460.0,348.0,64.0,395.0,6.698,agreste_saa,4,1,189.5,11.393964868627624,64.53416877726585,138.6,19.96404031149794,74.10997522887875,0
2018,36,Indre,FR_36,46.736,1.625,11.127273214146848,5.960319086484012,16.52834531409353,156.8,0.0,0.42745,0.378017532337372,,0.378017532337372,s2,67.0,7.469717999999999,1,1,1,192.0,460.0,348.0,64.0,395.0,6.35,agreste_saa,1,1,230.3,11.573654881051672,68.15848074339455,99.5,20.39949199507389,75.5199486333028,0
2019,36,Indre,FR_36,46.736,1.625,11.3076516672691,7.259277001855586,15.712337309083104,342.2,0.0,0.53825,0.4670351362021319,,0.4670351362021319,s2,56.0,8.69536175,1,1,1,192.0,460.0,348.0,64.0,395.0,7.049,agreste_saa,1,1,127.2,10.568704432205612,64.45503421309873,61.1,20.730151515151515,73.16641632691987,0
2020,36,Indre,FR_36,46.736,1.625,10.868951612903224,6.143126644329487,15.75284711415794,266.1,0.0,0.6693500000000001,0.4549819927971189,,0.4549819927971189,s2,55.0,20.71136475,1,1,1,192.0,460.0,348.0,64.0,395.0,5.347,agreste_saa,1,1,142.10000000000002,12.308090097294416,65.83967479674797,61.49999999999999,18.625325203252032,74.17492069838731,0
2021,36,Indre,FR_36,46.736,1.625,9.944489247311829,5.45766129032258,15.021666666666668,389.3,0.0,0.48975,0.6384361083185335,,0.6384361083185335,s2,49.0,16.09317625,1,1,1,192.0,460.0,348.0,64.0,395.0,6.699,agreste_saa,1,1,220.3,9.589883512544803,59.35978494623656,265.6,18.868051075268816,66.50575268817204,0
2022,36,Indre,FR_36,46.736,1.625,11.516471774193548,7.186202956989247,16.339912634408602,441.5,0.0,0.6127,0.4776704644654185,,0.4776704644654185,s2,69.0,11.471131,1,1,1,192.0,460.0,348.0,64.0,395.0,5.799,agreste_saa,1,1,138.8,12.147186379928314,69.04325268817205,268.0,20.69721774193549,77.83599462365592,0
2023,36,Indre,FR_36,46.736,1.625,12.665456989247312,8.144791666666666,17.752567204301076,480.0,0.0,0.6185,0.3370187561697926,,0.3370187561697926,s2,75.0,18.539946,1,1,1,192.0,460.0,348.0,64.0,395.0,6.799,agreste_saa,1,1,279.8,11.326120071684588,66.26021505376345,249.90000000000003,20.54133064516129,75.06102150537635,0
